001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
001100, 0, 0, 0.5, 0.5
